Wage (€),Value (€),Name,Age,Nationality,Overall,Potential,Club
6000,1800000,J. Morrow,29,United States,71,71,Toronto FC
8000,3200000,João Teixeira,23,Portugal,71,77,Vitória Setúbal
4000,650000,S. Nakamura,39,Japan,71,71,Júbilo Iwata
4000,2300000,Cláudio Ramos,25,Portugal,71,76,Tondela
6000,1800000,J. Cuffaut,29,France,71,71,AS Nancy Lorraine
14000,3200000,A. Tighadouini,24,Morocco,71,76,FC Twente
8000,800000,M. González,36,Argentina,71,71,Club Atlético Huracán
0,0,V. Kjartansson,27,Iceland,71,72,
0,0,R. Coetzee,20,South Africa,71,81,
16000,2000000,A. Abrashi,27,Albania,71,71,SC Freiburg
6000,3200000,P. Arriola,22,United States,71,77,D.C. United
10000,2400000,F. Campbell,29,England,71,71,Hull City
7000,1800000,Suso Santana,32,Spain,71,71,CD Tenerife
16000,2300000,M. Formica,29,Argentina,71,71,U.N.A.M.
16000,2800000,Djaniny,26,Cape Verde,71,72,Santos Laguna
12000,3000000,F. Zuqui,25,Argentina,71,74,Estudiantes de La Plata
19000,2800000,J. Obita,23,England,71,78,Reading
16000,2400000,D. Asprilla,28,Colombia,71,71,Al Fayha
25000,4100000,J. Ikoné,19,France,71,83,Montpellier Hérault SC
9000,2400000,F. Lértora,26,Argentina,71,73,Belgrano de Córdoba
19000,2000000,Nsue,27,Equatorial Guinea,71,71,Birmingham City
4000,2400000,A. Rispoli,28,Italy,71,71,Palermo
13000,1600000,I. Pillud,31,Argentina,71,71,Racing Club de Avellaneda
17000,3200000,P. Sané,25,Senegal,71,76,AJ Auxerre
6000,1400000,Pita,32,Spain,71,71,CD Lugo
19000,2100000,J. Rosenthal,31,Germany,71,71,SV Darmstadt 98
1000,2400000,G. Koutroumpis,26,Greece,71,73,Panathinaikos FC
13000,2600000,Adeilson Gesser,25,Brazil,71,71,Botafogo de Futebol e Regatas
35000,2700000,C. Peña,27,Mexico,71,72,Rangers
19000,1200000,Y. Al Mosailem,33,Saudi Arabia,71,71,Al Ahli
30000,3200000,J. Williams,23,Wales,71,76,Sunderland
13000,1600000,A. Losilla,31,France,71,71,VfL Bochum
10000,1400000,N. Zimling,32,Denmark,71,71,SønderjyskE
24000,1300000,M. Abdul Shafy,32,Egypt,71,71,Al Ahli
15000,3800000,M. Eggestein,20,Germany,71,81,SV Werder Bremen
6000,1400000,K. Sankaré,32,Senegal,71,71,Cádiz C.F.
1000,2200000,R. Mphahlele,27,South Africa,71,72,Kaizer Chiefs
5000,2300000,Miguel Silva,22,Portugal,71,76,Vitória Guimarães
38000,2300000,K. Lee,29,England,71,71,Sheffield Wednesday
12000,2800000,B. Koita,26,France,71,72,Kasimpa_a SK
23000,1800000,Marcos Pizzelli,32,Armenia,71,71,Al Shabab
1000,3100000,A. Bakasetas,24,Greece,71,75,AEK Athens
6000,3400000,Pozo,21,Spain,71,78,UD Almería
11000,2400000,Derley,29,Brazil,71,71,CD Aves
23000,1400000,Heltinho Melo,33,Brazil,71,71,Clube Atlético Mineiro
12000,2300000,Nascimentardo,29,Brazil,71,71,Clube Atlético Paranaense
16000,2200000,P. Barrera,30,Mexico,71,71,U.N.A.M.
8000,2500000,Marc Mateu,27,Spain,71,71,CD Numancia
7000,2200000,C. Coosemans,24,Belgium,71,75,KV Mechelen
5000,1800000,C. Cambon,30,France,71,71,US Orléans Loiret Football
18000,2200000,Rogerinho,30,Brazil,71,71,Al Faisaly
18000,3400000,K. Kodro,23,Bosnia Herzegovina,71,78,1. FSV Mainz 05
10000,2300000,D. Halfar,29,Germany,71,71,1. FC Kaiserslautern
8000,1900000,H. Goitom,32,Eritrea,71,71,AIK Solna
11000,2200000,P. Schiattarella,30,Italy,71,71,Ferrara (SPAL)
4000,2400000,F. Caputo,29,Italy,71,71,Empoli
13000,1800000,S. Kurtulu_,29,Turkey,71,71,Bursaspor
3000,3400000,R. Kruni_,23,Bosnia Herzegovina,71,79,Empoli
14000,2500000,N. Bahoui,26,Sweden,71,71,Grasshopper Club Zürich
10000,2400000,C. Diandy,26,Senegal,71,73,Sporting Charleroi
6000,2000000,M. Chanot,27,Luxembourg,71,71,New York City Football Club
11000,2000000,A. Parot,27,Chile,71,71,Rosario Central
6000,3200000,Álvaro García,24,Spain,71,77,Cádiz C.F.
19000,3400000,A. Traoré,22,Mali,71,79,AS Monaco
3000,950000,S. Viera,34,Uruguay,71,71,CPD Junior Barranquilla
29000,1800000,M. Madl,29,Austria,71,71,Fulham
0,0,A. Warda,23,Egypt,71,76,
0,0,M. Spiranovic,29,Australia,71,72,
24000,2300000,M. Albornoz,26,Chile,71,73,Hannover 96
6000,2400000,H. Yamada,28,Japan,71,71,Júbilo Iwata
6000,1900000,C. Mandanne,32,France,71,71,La Berrichonne de Châteauroux
10000,2900000,L. Boyce,26,Northern Ireland,71,73,Burton Albion
16000,2600000,S. Yago,24,Burkina Faso,71,76,Toulouse FC
18000,950000,Hugo Rubiães,33,Brazil,71,71,Cruzeiro
7000,2100000,Yannick Djaló,31,Portugal,71,71,Vitória Setúbal
4000,2800000,V. Nsimba,23,DR Congo,71,78,Bourg en Bresse Péronnas 01
19000,2600000,Emerson Avintes,25,Brazil,71,71,Cruzeiro
5000,3100000,R. Alioui,25,Morocco,71,75,Nîmes Olympique
4000,1500000,J. Dahlin,30,Sweden,71,71,Malmö FF
20000,1400000,Martin Cordeia,33,Brazil,71,71,Cruzeiro
23000,1900000,V. Anita,28,Netherlands,71,71,Leeds United
13000,2200000,D. Larsson,30,Sweden,71,71,Akhisar Belediyespor
33000,1900000,O. Alanís,28,Mexico,71,71,Guadalajara
7000,3400000,Guarrotxena,24,Spain,71,78,C.D. Leonesa S.A.D.
7000,2100000,Santos,31,Brazil,71,71,Suwon Samsung Bluewings
13000,2400000,E. Asante,28,Ghana,71,71,FC Nordsjælland
11000,2500000,H. Kage,27,DR Congo,71,71,KV Kortrijk
23000,2700000,J. Egan,24,Republic of Ireland,71,76,Brentford
3000,1400000,D. Bassi,32,Italy,71,71,La Spezia
19000,1400000,S. Bamba,32,Ivory Coast,71,71,Cardiff City
7000,1400000,C. Bolaños,33,Costa Rica,71,71,Vancouver Whitecaps FC
12000,2300000,M. Costanzo,29,Switzerland,71,71,FC Thun
11000,2900000,S. Diallo,26,Guinea,71,73,Evkur Yeni Malatyaspor
13000,2200000,B. Röcker,27,Germany,71,72,Brøndby IF
14000,2300000,A. Jahovi_,30,FYR Macedonia,71,71,Göztepe
41000,3100000,F. Fernández,25,Paraguay,71,75,CD America de Cali
5000,1800000,Nílton,30,Brazil,71,71,Vissel Kobe
4000,2200000,J. Palacios,27,Colombia,71,72,CD Los Millionarios Bogota
4000,2200000,C. Henao,28,Colombia,71,72,Independiente Santa Fe
17000,325000,F. Coltorti,36,Switzerland,71,71,RB Leipzig
11000,1800000,C. Lepoint,32,Belgium,71,71,KV Kortrijk
11000,3000000,R. Gómez,24,Argentina,71,74,Deportivo Toluca
9000,950000,M. Caligiuri,33,Germany,71,71,SpVgg Greuther Fürth
11000,4000000,J. Hoogma,19,Netherlands,71,84,TSG 1899 Hoffenheim
24000,2600000,Marlion Rolim,25,Brazil,71,71,Fluminense Football Club
10000,1900000,M. Correia,28,Portugal,71,71,1. FC Kaiserslautern
18000,3300000,K. Akpoguma,22,Germany,71,81,TSG 1899 Hoffenheim
6000,3100000,E. Torres,24,Mexico,71,74,Houston Dynamo
7000,2800000,R. Quioto,25,Honduras,71,72,Houston Dynamo
30000,2400000,S. Tkachev,28,Russia,71,71,Arsenal Tula
25000,2400000,P. Hosiner,28,Austria,71,71,1. FC Union Berlin
11000,4900000,Y. Karamoh,18,France,71,85,Inter
5000,1600000,S. Chernik,29,Belarus,71,71,AS Nancy Lorraine
29000,1300000,L. Rosenior,32,England,71,71,Brighton & Hove Albion
7000,2600000,M. Miloš,24,Croatia,71,75,Lechia Gda_sk
4000,3800000,J. Lucumi,22,Colombia,71,81,Atletico Nacional Medellin
15000,2100000,T. Matton,31,Belgium,71,71,KAA Gent
3000,1400000,Alan Baró,32,Spain,71,71,Central Coast Mariners
5000,2800000,S. Dimitrievski,23,FYR Macedonia,71,80,Gimnàstic de Tarragona
15000,4100000,A. Donis,20,Greece,71,82,VfB Stuttgart
27000,1500000,Eltildo Bessa,33,Brazil,71,71,Fluminense Football Club
24000,3000000,S. Polter,26,Germany,71,74,1. FC Union Berlin
17000,2000000,F. Diagne,27,Senegal,71,71,FC Metz
21000,2500000,M. Poundjé,24,France,71,74,Girondins de Bordeaux
0,0,W. Ayoví,37,Ecuador,71,71,
12000,950000,V. Procházka,33,Czech Republic,71,71,Osmanl_spor
4000,3200000,O. Barreto,24,Colombia,71,76,Rio Ave FC
10000,1800000,J. Boye,30,Ghana,71,71,Medicana Sivasspor
0,0,A. Elek,28,Hungary,71,71,
5000,1800000,T. Kister,30,Germany,71,71,SV Sandhausen
10000,2500000,N. Omladi_,27,Slovenia,71,71,SpVgg Greuther Fürth
7000,1300000,Nano,32,Spain,71,71,UD Almería
8000,2400000,F. Klos,29,Germany,71,71,DSC Arminia Bielefeld
30000,2400000,J. Tavernier,25,England,71,74,Rangers
7000,2900000,K. McLean,25,Scotland,71,73,Aberdeen
5000,2800000,C. Galano,26,Italy,71,72,Bari
9000,2000000,W. Dutoit,28,France,71,73,KV Oostende
2000,2200000,D. Bottinelli,30,Argentina,71,71,CD America de Cali
35000,1900000,A. Pearce,28,Republic of Ireland,71,71,Derby County
7000,2000000,L. Unnerstall,26,Germany,71,73,VVV-Venlo
20000,2700000,M. Franke,24,Germany,71,76,Norwich City
4000,5000000,Aleñà,19,Spain,71,87,FC Barcelona B
10000,3700000,F. Bustos,21,Argentina,71,83,Independiente
24000,2800000,M. Mitrovi_,23,Croatia,71,77,Be_ikta_ JK
19000,2500000,S. Morrison,26,England,71,74,Cardiff City
10000,1900000,A. Kashi,28,Algeria,71,71,Charlton Athletic
13000,1500000,A. Luthe,30,Germany,71,71,FC Augsburg
23000,2800000,B. Wright,24,Australia,71,77,Bristol City
4000,3200000,G. Troupée,19,Netherlands,71,81,FC Utrecht
4000,3600000,G. Aburjania,22,Georgia,71,82,Sevilla Atlético
16000,2800000,T. Pukki,27,Finland,71,72,Brøndby IF
27000,1700000,O. Jiménez,28,Mexico,71,71,Club América
6000,2400000,J. Jones,25,Trinidad & Tobago,71,74,Seattle Sounders FC
11000,4200000,M. García,20,Argentina,71,83,CA Osasuna
30000,1900000,V. Kavlak,28,Austria,71,71,Be_ikta_ JK
24000,1800000,T. Elphick,29,England,71,71,Aston Villa
18000,1600000,A. Sukhov,31,Russia,71,71,FC Ufa
11000,2300000,L. Mora,29,Italy,71,71,Ferrara (SPAL)
6000,1800000,L. Mabiala,29,DR Congo,71,71,Portland Timbers
35000,1800000,N. Kranj_ar,32,Croatia,71,71,Rangers
15000,1500000,Túlio Sandoiro,33,Brazil,71,71,Botafogo de Futebol e Regatas
3000,325000,M. Domizzi,37,Italy,71,71,F.B.C. Unione Venezia
33000,1800000,L. Wallace,29,Scotland,71,71,Rangers
10000,750000,F. Balmont,37,France,71,71,Dijon FCO
8000,2300000,G. Ghazaryan,29,Armenia,71,71,CS Marítimo
12000,2400000,A. Baby,28,Senegal,71,71,Sporting Charleroi
6000,1800000,Pereirinha,29,Portugal,71,71,CF Os Belenenses
19000,2200000,M. Kieftenbeld,27,Netherlands,71,72,Birmingham City
3000,3500000,C. Embalo,22,Guinea Bissau,71,79,Palermo
6000,2400000,A. Issoko,25,DR Congo,71,73,Vitória Setúbal
14000,2500000,R. Amalfitano,27,France,71,71,Dijon FCO
17000,3000000,I. Kiese Thelin,25,Sweden,71,74,Waasland-Beveren
27000,2300000,H. Al Moqahwi,29,Saudi Arabia,71,71,Al Ahli
48000,3800000,K. Palmer,20,England,71,81,Huddersfield Town
19000,4200000,A. Harit,20,Morocco,71,83,FC Schalke 04
14000,1900000,M. Günok,28,Turkey,71,72,_stanbul Ba_ak_ehir FK
29000,2300000,S. Malone,26,England,71,73,Huddersfield Town
18000,2500000,A. Camara,27,Guinea,71,71,En Avant de Guingamp
50000,3500000,T. Asano,22,Japan,71,79,VfB Stuttgart
23000,1900000,G. Berardi,28,Switzerland,71,71,Leeds United
28000,2800000,K. Günter,22,Turkey,71,78,Galatasaray SK
17000,2500000,S. Medojevi_,26,Serbia,71,74,Eintracht Frankfurt
45000,5000000,M. Gruji_,21,Serbia,71,85,Liverpool
1000,3300000,N. Albiach,24,Spain,71,77,Sparta Praha
23000,1900000,D. N'Doye,32,Senegal,71,71,Trabzonspor
10000,3500000,Carlinhos,23,Brazil,71,79,Standard de Liège
12000,3100000,P. Díaz,22,Chile,71,80,San Lorenzo de Almagro
13000,2900000,A. Zambo Anguissa,21,Cameroon,71,78,Olympique de Marseille
8000,950000,M. Williamson,33,England,71,71,Oxford United
6000,950000,E. Elgueta,33,Chile,71,71,CD Huachipato
0,0,S. Hanca,25,Romania,71,74,
10000,2700000,W. Troost-Ekong,23,Nigeria,71,76,Bursaspor
7000,2600000,S. Klaiber,22,Netherlands,71,75,FC Utrecht
48000,3800000,J. Boga,20,Ivory Coast,71,81,Birmingham City
40000,1500000,D. Bent,33,England,71,71,Derby County
6000,3200000,D. Fagundez,22,Uruguay,71,76,New England Revolution
3000,1200000,R. Peradezes,33,Chile,71,71,CD Universidad de Concepción
8000,2100000,A. Keogh,31,Republic of Ireland,71,71,Perth Glory
8000,2400000,Pedro Moreira,28,Portugal,71,71,Rio Ave FC
3000,725000,R. Vitiello,34,Italy,71,71,Ternana
27000,2600000,D. Foulquier,24,France,71,76,RC Strasbourg
7000,1100000,Y. Okubo,35,Japan,71,71,F.C. Tokyo
3000,900000,A. Fuentoza,33,Chile,71,71,Everton de Viña del Mar
27000,2000000,H. Dalsgaard,27,Denmark,71,71,Brentford
14000,2300000,F. Bordagaray,30,Argentina,71,71,Defensa y Justicia
15000,2400000,T. Dingomé,26,France,71,73,ES Troyes AC
3000,1600000,W. Cestedo,29,Chile,71,71,CD Palestino
20000,2900000,Y. Ngbakoto,25,DR Congo,71,73,Queens Park Rangers
11000,1900000,M. Riemann,28,Germany,71,72,VfL Bochum
6000,1500000,Jung Jo Gook,33,Korea Republic,71,71,Gangwon FC
13000,2500000,N. Boilesen,25,Denmark,71,75,FC København
6000,2400000,A. Oyongo,26,Cameroon,71,74,Montreal Impact
4000,1800000,H. Salazores,29,Chile,71,71,Santiago Wanderers
9000,1800000,Marc Valiente,30,Spain,71,71,KAS Eupen
5000,2000000,G. Varelinto,25,Chile,71,71,CD O'Higgins
14000,3000000,Borja Valle,24,Spain,71,74,RC Deportivo de La Coruña
15000,3000000,K. Ayhan,22,Turkey,71,79,Fortuna Düsseldorf
7000,4600000,Christian Rivera,19,Spain,71,85,SD Eibar
9000,1200000,André Milazisco,33,Brazil,71,71,Associação Atlética Ponte Preta
18000,2500000,M. Colin,25,France,71,75,Birmingham City
10000,950000,Martos,33,Spain,71,71,Sporting Charleroi
10000,1800000,A. Niz,29,Argentina,71,71,Club Atlético Tigre
1000,2000000,A. Avlonitis,27,Greece,71,71,Panathinaikos FC
13000,3200000,Marc Navarro,21,Spain,71,80,RCD Espanyol
32000,2800000,F. Jozefzoon,26,Netherlands,71,72,Brentford
5000,2800000,S. Moreira,22,France,71,78,FC Lorient
3000,2600000,D. Mosquera,24,Colombia,71,76,Independiente Santa Fe
6000,2200000,S. Rieks,30,Denmark,71,71,IFK Göteborg
29000,2400000,A. Akaichi,28,Tunisia,71,71,Al Ittihad
9000,1400000,S. Bossut,31,Belgium,71,71,SV Zulte-Waregem
8000,3100000,J. Irvine,24,Australia,71,76,Hull City
1000,3400000,I. Mystakidis,22,Greece,71,78,PAOK Thessaloniki
18000,3000000,A. Bouchalakis,24,Greece,71,74,Nottingham Forest
25000,3000000,Leonardo,25,Brazil,71,74,Al Ahli
14000,3700000,C. Michelin,20,France,71,83,Toulouse FC
13000,1200000,B. K_sa,34,Turkey,71,71,Bursaspor
7000,2400000,G. Courtet,28,France,71,71,FC Lorient
5000,2500000,V. Cabrera,24,Argentina,71,74,Montreal Impact
16000,2800000,J. Silva,22,Mexico,71,77,Cruz Azul
8000,1600000,S. Grytebust,27,Norway,71,71,Odense Boldklub
13000,1900000,S. Celozzi,28,Germany,71,71,VfL Bochum
29000,2600000,A. Wisdom,24,England,71,75,Derby County
10000,3500000,Y. Asad,22,Argentina,71,79,Atlanta United FC
5000,2800000,Melero,23,Spain,71,78,SD Huesca
14000,2200000,W. Sobota,30,Poland,71,71,FC St. Pauli
32000,1600000,I. Latovlevici,31,Romania,71,71,Galatasaray SK
10000,2400000,Y. Makarenko,26,Ukraine,71,74,KV Kortrijk
15000,1700000,M. Dabo,30,France,71,71,SM Caen
32000,3200000,A. Reach,24,England,71,76,Sheffield Wednesday
13000,2400000,W. Benítez,24,Argentina,71,78,OGC Nice
6000,2000000,João Talocha,27,Portugal,71,71,Boavista FC
20000,1900000,F. Navarro,28,Mexico,71,71,Club León
7000,1600000,Abraham,31,Spain,71,71,Gimnàstic de Tarragona
22000,2000000,C. Gunter,27,Wales,71,71,Reading
12000,3000000,M. Abeid,24,Algeria,71,74,Dijon FCO
2000,2300000,C. Alzáte,29,Colombia,71,71,Deportes Tolima
8000,1600000,C. Villagra,31,Argentina,71,71,Atlético Tucumán
5000,2000000,Kwon Soon Hyung,31,Korea Republic,71,71,Jeju United FC
16000,1800000,Aday Benítez,29,Spain,71,71,Girona CF
8000,1400000,L. Wílchez,33,Argentina,71,71,Arsenal de Sarandí
0,0,N. Camacho,29,Paraguay,71,71,
7000,2500000,Rhayner,26,Brazil,71,71,Kawasaki Frontale
10000,1200000,Wiliam Santinho,33,Brazil,71,71,Santos Futebol Clube
10000,3900000,L. Ruíz,21,Colombia,71,81,Boavista FC
8000,2400000,K. Lafferty,29,Northern Ireland,71,71,Heart of Midlothian
8000,1400000,André Leão,32,Portugal,71,71,FC Paços de Ferreira
17000,1800000,J. Guerrón,32,Ecuador,71,71,U.N.A.M.
15000,2600000,D. da Costa,23,Germany,71,76,Eintracht Frankfurt
8000,2500000,L. Jans,24,Luxembourg,71,74,Waasland-Beveren
15000,2600000,H. Hateboer,23,Netherlands,71,76,Atalanta
28000,3200000,P. Seguin,22,Germany,71,80,SG Dynamo Dresden
12000,2500000,Z. Y_ld_r_m,26,Turkey,71,74,Antalyaspor
12000,1400000,M. Yüce,32,Turkey,71,71,Bursaspor
19000,1800000,E. Loeschbor,30,Argentina,71,71,Monarcas Morelia
3000,1600000,Thiago Cionek,31,Poland,71,71,Palermo
26000,1500000,A. Domínguez,30,Ecuador,71,71,Colon de Santa Fe
7000,2800000,Ju Se Jong,26,Korea Republic,71,73,FC Seoul
10000,2500000,M. Rohdén,26,Sweden,71,71,Crotone
13000,3500000,K. Mbabu,22,Switzerland,71,82,BSC Young Boys
17000,1400000,T. Kessler,31,Germany,71,71,1. FC Köln
23000,2000000,M. Beevers,27,England,71,71,Bolton Wanderers
7000,1800000,R. Halliche,30,Algeria,71,71,Estoril Praia
23000,3200000,I. Bebou,23,Togo,71,77,Hannover 96
11000,2100000,C. Tainmont,31,France,71,71,Sporting Charleroi
11000,3100000,Z. Gano,23,Belgium,71,75,KV Oostende
31000,2800000,T. Mings,24,England,71,78,Bournemouth
6000,1600000,Rúben Fernandes,31,Portugal,71,71,Portimonense SC
9000,2400000,G. Carey,28,Republic of Ireland,71,71,Plymouth Argyle
7000,950000,M. Turner,33,England,71,71,Southend United
30000,3200000,E. López,22,Mexico,71,77,Guadalajara
3000,900000,E. Perozca,33,Chile,71,71,CD Antofagasta
35000,1400000,J. Rivas,32,Mexico,71,71,Tiburones Rojos de Veracruz
7000,2800000,João Amaral,25,Portugal,71,72,Vitória Setúbal
19000,1700000,A. Rosi,30,Italy,71,71,Genoa
19000,1000000,H. Ghaly,35,Egypt,71,71,Al Nassr
16000,2600000,R. López,24,Mexico,71,76,Pachuca
18000,900000,Edsinho Torres,33,Brazil,71,71,Cruzeiro
25000,2800000,Z. Sadaev,27,Russia,71,72,Terek Grozny
6000,900000,F. Padrenda,33,Chile,71,71,CD Huachipato
15000,3200000,A. Hack,23,Germany,71,80,1. FSV Mainz 05
12000,1900000,G. Bergessio,32,Argentina,71,71,Vélez Sarsfield
4000,550000,Marcelo Sarvas,35,Brazil,71,71,D.C. United
5000,2500000,W. Trapp,24,United States,71,74,Columbus Crew SC
4000,2000000,J. Jernal,25,Chile,71,71,CD Universidad de Concepción
6000,1800000,J. Toivio,29,Finland,71,71,Molde FK
3000,2200000,S. Romagnoli,27,Italy,71,72,Empoli
29000,2400000,M. Doherty,25,Republic of Ireland,71,74,Wolverhampton Wanderers
37000,3000000,J. Stephens,23,England,71,79,Southampton
8000,3200000,João Teixeira,24,Portugal,71,77,SC Braga
39000,2400000,E. Herrera,28,Mexico,71,71,Rangers
7000,2800000,M. Hector,24,Jamaica,71,77,Hull City
36000,2200000,A. Abdi,30,Switzerland,71,71,Sheffield Wednesday
8000,1900000,D. Lemos,28,Argentina,71,71,Club Atlético Patronato
6000,2200000,M. Silva,28,Uruguay,71,72,Real Salt Lake
7000,2900000,Nenê Bonilha,25,Brazil,71,74,Vitória Setúbal
17000,3700000,V. Lazaro,21,Austria,71,80,Hertha BSC Berlin
17000,2800000,M. Terrazzino,26,Germany,71,72,SC Freiburg
13000,3100000,D. Diamantakos,24,Greece,71,75,VfL Bochum
7000,2700000,Álex Moreno,24,Spain,71,77,Rayo Vallecano
1000,1800000,I. Sarr,30,Senegal,71,71,Orlando Pirates
37000,3000000,A. Hakimi,18,Morocco,71,81,Real Madrid CF
34000,3000000,P. Iemmello,25,Italy,71,74,Benevento Calcio
23000,2300000,M. Cerato,29,Argentina,71,71,Club León
10000,3200000,W. Montoya,23,Argentina,71,77,Sevilla FC
6000,1400000,M. Hostados,33,Chile,71,71,Colo-Colo
9000,1800000,A. Meijers,29,Netherlands,71,71,ADO Den Haag
16000,2400000,Juninho,28,Brazil,71,71,Chicago Fire Soccer Club
18000,2400000,D. Bentley,23,England,71,77,Brentford
6000,2400000,V. Prodell,29,Sweden,71,71,IF Elfsborg
11000,4200000,B. Dr_gowski,19,Poland,71,86,Fiorentina
4000,2800000,Jeong Seung Hyun,23,Korea Republic,71,77,Sagan Tosu
6000,2800000,S. Vegas,20,Chile,71,77,Monarcas Morelia
7000,1200000,C. Wondolowski,34,United States,71,71,San Jose Earthquakes
11000,1800000,A. Cissokho,29,France,71,71,Evkur Yeni Malatyaspor
4000,1600000,Kim Jin Hyeon,29,Korea Republic,71,71,Cerezo Osaka
17000,2400000,Héctor,26,Spain,71,74,Deportivo Alavés
13000,1300000,I. Cissokho,32,Senegal,71,71,Amiens SC Football
13000,3200000,Adryan,22,Brazil,71,77,FC Sion
4000,2100000,Cho Hyun Woo,25,Korea Republic,71,74,Daegu FC
12000,2800000,P. Stenzel,21,Germany,71,77,SC Freiburg
0,0,Wang Dalei,28,China PR,71,71,
36000,1800000,R. Wallace,32,Scotland,71,71,Sheffield Wednesday
9000,1600000,P. Alvarado,31,Argentina,71,71,Defensa y Justicia
5000,2400000,E. Fejzullahu,29,Kosovo,71,71,Kalmar FF
11000,2300000,P. Velázquez,30,Paraguay,71,71,Necaxa
9000,3100000,Paulinho,24,Portugal,71,75,SC Braga
4000,1800000,P. Freitas Conceição,29,Chile,71,71,Santiago Wanderers
6000,3000000,D. Warmerdam,21,Netherlands,71,79,FC Groningen
5000,2300000,B. Saré,27,Burkina Faso,71,73,CF Os Belenenses
7000,550000,F. Mancinelli,35,Argentina,71,71,Club Atlético Huracán
26000,2400000,F. Be_iraj,29,Montenegro,71,71,Dinamo Moscow
7000,2900000,Campillo,26,Spain,71,74,CD Lugo
7000,1600000,T. Jod_owiec,31,Poland,71,71,Legia Warszawa
6000,2600000,J. Canderio,25,Chile,71,71,CD Huachipato
8000,1900000,A. Hloušek,28,Czech Republic,71,71,Legia Warszawa
10000,950000,H. Ar_kan,34,Turkey,71,71,Osmanl_spor
5000,1800000,B. Acosta,30,Costa Rica,71,71,SK Brann
9000,2700000,A. Mili_,23,Croatia,71,76,KV Oostende
18000,900000,Tramontinaldo,33,Brazil,71,71,Cruzeiro
10000,2500000,Felipe Silva,27,Brazil,71,71,Sanfrecce Hiroshima
0,0,G. Terziev,25,Bulgaria,71,76,
6000,2400000,A. Godoy,27,Panama,71,74,San Jose Earthquakes
7000,2800000,Yun Il Lok,25,Korea Republic,71,72,FC Seoul
4000,900000,E. Ruud,33,Norway,71,71,Odds BK
33000,1800000,B. Johnson,30,England,71,71,Derby County
6000,2500000,M. Eikrem,26,Norway,71,71,Malmö FF
11000,550000,I. Abaev,35,Russia,71,71,FC Rostov
9000,4400000,Javi Ontiveros,19,Spain,71,84,Málaga CF
6000,1800000,Juan Carlos,29,Spain,71,72,Real Oviedo
