,Episode,Line,Character,Dialogue,Action
9503,55,14,ice king,  Why? I didn't do anything.,
9505,55,16,ice king,"["" Fine. But I'm only gonna do it for a week.""]",Ice King slaps his face and drags his hands down to his beard while facing the ceiling. He suddenly looks at Finn.
9508,55,19,ice king," Okay. ,  What's up with the peace sign?","sighs, Ice King starts to walk out. He turns back to look at Finn and Jake. Jake gives him the peace sign on both hands while Finn just smiles at him."
9514,55,25,ice king,"  This is so unfair! They're the ones who should be grounded. Not me! ,  I'm so mad! I could just hit them! If only I could hit them without leaving the castle. ,  H...I...T...M...A...N. ,  Ooh! ","Ice King shakes his head quickly., Ice King taps his crown while closing his eyes in concentration. He gets an idea and goes over to his computer. He starts typing., reading what he's typing:, in his own thoughts:"
9516,55,27,ice king,  Perfect. ,reading what he's typing
9517,55,28,ice king," Dear Mr. Scorcher,",
9518,55,29,ice king," I would like you to hit two people. Neat name by the way. Love, the Ice King. ",Ice King types out <3 to signify a heart when he says love.
9520,55,31,ice king,"  Whoa, you are fast. ,  And quiet. ,  And very good at dramatic silence. I like it. ,  Alright, so, how do we do this? We shake hands or... ,  Oh-ho, paperwork! ,  Finn and Jake. ,  Whoosh! ,  A-ha, there he is. Huh? What's he doing? ,  What the—?! I hired a hitman, not a fireman! ","The Scorcher looks at him and says nothing., The Scorcher continues to look at him quietly., Ice King gets up from his chair by the computer., The Scorcher's hand lights on fire and Ice King screams in fright. The Scorcher produces a contract from the fires. He hands it to Ice King., The contract reads: Who shall I hit?, reading off what he's writing:, The contract is lit on fire and disappears. The Scorcher emits a black vapor and vanishes, taking the vapor with him. Ice King starts laughing. He flies over to his telescope., He looks at Finn and Jake's house. He sees Finn and Jake inside. He also sees the Scorcher outside, looking at them., The Scorcher lights their Tree Fort on fire. The Scorcher then disappears while a fire rages., Ice King flies out of his castle."
9531,55,42,ice king,"  You guys, I—",
9535,55,46,ice king,"  Okay, okay. Goll. ",Ice King leaves
9538,55,49,ice king,"  Sheesh, this Scorcher guy's got some weird ideas about hitting.",
9540,55,51,ice king,"  Hey, there you are! What's that? I already signed that. ,  I thought I told you to hit them, not burn them alive! You big dummy! Goll! It's almost like you want to kill them! Lucky for them, I stopped the fire! ,  You know what happens when you're burned alive?! Your eyeballs explode! Bleh! ,  Hey wha—?","Ice King slaps the paper away., The Scorcher's eyes glow brighter. He runs out while Ice King rambles on., Ice King turns around and doesn't see the Scorcher."
9546,55,57,ice king,  Ice wind! Blow! Blow! Blow!,
9548,55,59,ice king,"  Finn and Jake, I am just a dream. I was never here...",Ice King flies away.
9550,55,61,ice king,"  Okay, mister, you are really trying my patience. How clear can I be?! All I want you to do is hit them. On the shoulder or something. ,  Are you even listening? Oh, I get it. ,  Here's double the grease to not kill Finn and Jake. ,  You trying to hustle me, Scorcher? Okay, I'll play this game. How about this prized piece for your pad? ,  No! Okay, how about these bad boys? Night-vision x-ray goggles. For when you have a lady house-guest. ,  Oh, come on! ,  At least renegotiate the target! You can destroy my least favorite princesses. ,  What about Lumpy Space Princess? ,  Ghost Princess? ,  I can't even hold her with my love mitts. ,  Aw, geez! Uh... ,  Oh! A—A leg cramp! In my leg! Ow, ow, ow. ,  Oh, this is so embarrassing. I'll be right back! ,  Ow, ow, ow! ,  Huh. Think, baby, come on. Ah! ,  Alright, let's hit the hitman, right? There's gotta be a— ,  Ah! ","Ice King shows the Scorcher by punching him on the shoulder., Ice King pulls out a wad of dollar bills., The Scorcher burns the money while Ice King laughs nervously., Ice King pulls out a deer head mounted to a plaque. He presses a button, and the deer starts singing 'I wanna live live live, I wanna live live live.' The Scorcher burns it., yells:, The Scorcher burns the goggles off his face., Camera shows two Gunters looking at the Ice King, then the other Gunter, then back at the Ice King., Ice King holds up a picture of Lumpy Space Princess., The Scorcher burns the picture., Ice King holds up a picture of Ghost Princess., The Scorcher burns the picture., The Scorcher makes a fire in front of Ice King's face., Ice King hops over to a door., Ice King exits., Scene changes to room near the entry room of Ice King's castle., Ice King hides beside the door., Ice King pulls out a laptop computer out of his beard., Ice King searches 'Hitman Hitman'."
9552,55,63,ice king,"  Blastronaut. #1 solution for all Hitman problems. Sheesh, 99.95? That's nuts. ,  Scorcher. ","Ice King clicks the place order button. A new page pops up that says 'ENTER TARGET NAME:'., reading what he's typing:, A new page comes up that says 'TARGET ACQURIED'."
9555,55,66,ice king,  Sweet!,
9557,55,68,ice king,"  No! Come back, you wussy! ,  Ooh, that was weird. ,  Was that your friend, or something? ,  Look, a super model! Look, a hover-board! Look, the apocalypse! Someone got hit in the boing-loins! Hit in the boing-loins! ,  Boing-loins! Boing-loins. Somebody got hit in them. ,  Peace out! "," Ice King realizes the Scorcher is watching him., The Scorcher turns his hand into a fist and lights it on fire., Ice King laughs nervously. The Scorcher only gets angrier. Ice King points above the Scorcher., The Scorcher squints., The Scorcher turns around., Ice King freezes The Scorcher and flies away. The Scorcher is shown melting his icy chamber."
9559,55,70,ice king,"  Freakin' butt! Butt, butt, butt!",
9567,55,78,ice king,"  I know, but shush!",
9569,55,80,ice king,"  Okay, I hired a guy to kill you by accident.",
9571,55,82,ice king,"  I thought he was going to just hit you in the gut and make you spit up your lunch. ,  Well, I froze him in ice, but I think he's free now 'cause he's made out of fire. Or he commands fire, maybe?","Finn and Jake stare at him, wordlessly."
9580,55,91,ice king,  You alive?,
9582,55,93,ice king,  Whew! That was close.,
9586,55,97,ice king,"["" Ooh, got it! I'm gonna kill you guys!""]",Ice King closes his eyes in concentration. He gets an idea.
9588,55,99,ice king,"  No, wait a minute, you two. I won't actually kill you. I'm just gonna lower your body temperatures so you seem dead. And after we fool that fool outside, I'll warm you up, good as new.",
9592,55,103,ice king,  You'll thank me later.,
9594,55,105,ice king," Stop! Time out! You don't need to do this anymore! Look! They're dead! I killed them myself! ,  Dead, dead, dead, dead, dead, dead! They're dead. No pulses.","to the Scorcher:, Ice King starts hitting Finn's ice chunk."
9596,55,107,ice king,"  So, uh, looks like, you can go home now.",
9598,55,109,ice king,"  Oh, yes, of course. ,  There. ",He signs the contract.
9964,58,13,ice king," I shouldn't be laughing, I'm sorry. Oh, I know, I'll do the opposite. ,  Oh, boohoo. ,  Ah, this is weird.","Enters room laughing, Crying, Wipes away tears, grunts"
9966,58,15,ice king," Whoa, whoa. I didn't ""do"" anything to you, okay? C'mon, guys, I'm your friend.",
9968,58,17,ice king," Ooh, because I froze you... with this. ",Holds up Freezing Potion A
9970,58,19,ice king, I sprayed it on you while you slept.,
9972,58,21,ice king," No! Gunter, no! This one likes to break bottles, don't ya? ,  Tuck-ety tuck! Let's move to the living room.",Ice King tucks bottle into his underwear
9975,58,24,ice king," Why? Oh, because I love you guys. But you don't love me, do ya?",
9977,58,26,ice king," I only try to kill you 'cause you're princess-blocking me all the time! Anyway, now that you're frozen, we can bond and stuff. And the sooner we do, the sooner I can spray you with this. ",Holds up Unfreezing Potion A
9979,58,28,ice king," Ah, I underlined the ""un"" so I wouldn't mix 'em up.",
9982,58,31,ice king, We are?,
9984,58,33,ice king, What's my favorite color?,
9987,58,36,ice king," You don't love me. I know a lot about you guys. Jake, you don't put ice in your drink because you have sensitive teeth.",
9989,58,38,ice king," And Finn, your favorite food is meatloaf.",
9991,58,40,ice king," And Jake, sometimes you don't cry because you're afraid of real emotion. It's okay. Let it out. ,  You don't love me— ,  Bad penguin!","Jake sheds a single tear, Gunter knocks bottle out of Ice King's hand while quacking. Ice King fumbles it a couple times but eventually catches it."
9995,58,44,ice king," Huh, in this economy? ,  Ah, I'm gonna go make some lemonade. ","Drops key into underwear, Walks off"
10015,58,64,ice king," I've got lemonade! You want some, Jake?",
10017,58,66,ice king," Huh? Gunter... ,  No, Gunter! No bottles. Look at me.",takes Gunter off the shelf and places him on the floor
10019,58,68,ice king," What am I gonna do with you? ,  You're going to have to wear a leash. ,  This should keep you out of trouble. ,  Now, our first bonding activity will be walking in each other's shoes—so to speak. To better understand each other's perspectives, we're going to dress up like each other. Me first!","Laughs, Laughs, conjures a leash made of ice, Puts leash on Gunter, conjures Hand Snow Golem, hands leash to him, Turns to Finn and Jake"
10021,58,70,ice king," It's adventure time! I'll save you, Princess! Let's have babies, Princess, and let's teach them to be good babies! Oh, Princess, sure, I'll kiss you. I'm a hero. Hey Finn, don't you think it's weird there's two Finns? Finn? ,  Not talking? Now, I'm gonna dress like Jake. ","Imitating Finn, pats Finn's chest, starts taking his shirt off"
10023,58,72,ice king," Okay, okay! We'll bond in another way.",
10025,58,74,ice king," So, I wanted to show you something telling of my soul. I take artful black and white photographs of my penguins' body parts. Photography is art; let's see some art. ,  Okay, first one. See how Gunter is staring into the camera? He's saying, ""Here I am. Look at me. Accept me."" Okay, second one. ,  This is a haunting image of a penguin's flipper. Look at how it penetrates the negative space. Oh yes, this one is very—","Switches on projector, Changes slide"
10030,58,79,ice king," ...Yeah, I've thought about it a lot, and having a little gallery show might be nice. A little cheese, a little cider... could be nice, y'know? ,  Maybe bring a veggie plate? I think people would appreciate that.",Key falls out of Ice King's underwear
10033,58,82,ice king, This next one is very rewarding...,"Clicks slide and continues commenting, oblivious"
10038,58,87,ice king, Gunter!,
10040,58,89,ice king," You are being naughty, Gunter. You've interrupted my thing. ,  Now you stay right here and go to sleep. ,  Sleep. ,  Aw. So cute. Alright, back to art.","Picking up Gunter, Carries Gunter to the middle of the living room and sets him down by Finn and Jake, Gunter flaps his flippers, Gunter falls asleep and starts snoring"
10042,58,91,ice king," Okay, time for a break. Who wants lemonade? ,  Ooh, don't want to lose this. ,  Gunter! Jake! No! You're bonding without me.","Ice King starts walking toward kitchen and steps on the key., Puts key back, sees Gunter playing with Jake"
10045,58,94,ice king," It's for your own good, sweetie. ,  Now then. ","Closing cage, Walks to the middle of the room, Unfolds a cot"
10047,58,96,ice king," Well... ,  not before our next bonding activity: late-night gab session! Do you want to talk about girls? Do you have a crush on anyone?",giggles
10049,58,98,ice king," Ohhhhhh! Don't worry, I won't tell anyone. ,  Know who I have a crush on? ,  Princess Bubblegum.","Laughs, Whispers"
10051,58,100,ice king," Oh, I do. I've liked her for quite some time. Feels weird to say it out loud. ",Starts snoring
10060,58,109,ice king," Who's ""hungie""? Jake, you ""hungie""?","(Still dressed up as Finn) Crows like a rooster, laughs"
10062,58,111,ice king," Alright, fair enough. Well, how 'bout I make us some omelettes?",
10064,58,113,ice king," I'm gonna put my foot in it. Eating a part of me will bring us closer together. ,  I'll be inside of you! ","Playing with Jake's feet, Laughs"
10084,58,133,ice king," Well, I don't want to use too much foot. It'll overpower the eggs. Take away from the omelette. ,  Huh? Aah!","Putting foot into pan, Butterfly flies toward him."
10086,58,135,ice king, Finn! and Jake! and a bunch of butterflies! and a sword!,
10088,58,137,ice king, What do you want from me?,
10090,58,139,ice king, No! We're not friends yet. You haven't eaten my omelette. ,Butterflies slap him repeatedly.
